"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2438","569","704","369","29","29","61","56","22","29","373","265","94","143","72","83","53","52","0","12","53","52","1734","567","1366","511","0","12","0","12","0","12","0","12","368","386","0","12","0","12","0","12","1500000US060014071011","Block Group 1, Census Tract 4071.01, Alameda County, California"
"1285","355","1181","342","150","130","372","190","0","12","559","312","0","12","12","19","88","99","0","12","88","99","104","153","87","129","0","12","0","12","0","12","0","12","17","24","0","12","0","12","0","12","1500000US060014071012","Block Group 2, Census Tract 4071.01, Alameda County, California"
"1804","455","988","340","187","90","204","107","0","12","481","291","0","12","0","12","116","78","0","12","116","78","816","412","452","302","50","77","0","12","0","12","0","12","215","214","99","160","0","12","99","160","1500000US060014071021","Block Group 1, Census Tract 4071.02, Alameda County, California"
"945","439","475","202","101","99","155","163","0","12","168","151","32","40","0","12","19","24","0","12","19","24","470","425","428","433","0","12","0","12","0","12","0","12","42","74","0","12","0","12","0","12","1500000US060014071022","Block Group 2, Census Tract 4071.02, Alameda County, California"
"1112","542","582","404","30","30","269","316","0","12","225","252","0","12","0","12","58","92","0","12","58","92","530","412","265","190","0","12","0","12","0","12","0","12","249","344","16","25","0","12","16","25","1500000US060014071023","Block Group 3, Census Tract 4071.02, Alameda County, California"
"407","232","165","160","28","40","20","23","0","12","116","153","0","12","0","12","1","3","0","12","1","3","242","193","233","195","0","12","0","12","0","12","0","12","9","14","0","12","0","12","0","12","1500000US060014071024","Block Group 4, Census Tract 4071.02, Alameda County, California"
"1383","446","276","173","112","131","73","79","16","26","52","71","0","12","23","38","0","12","0","12","0","12","1107","446","399","286","8","12","0","12","17","26","13","21","568","367","102","136","0","12","102","136","1500000US060014072001","Block Group 1, Census Tract 4072, Alameda County, California"
"1470","443","605","285","61","73","191","139","0","12","353","251","0","12","0","12","0","12","0","12","0","12","865","390","607","383","0","12","0","12","0","12","0","12","223","167","35","35","0","12","35","35","1500000US060014072002","Block Group 2, Census Tract 4072, Alameda County, California"
"1235","363","318","151","123","80","77","66","0","12","112","103","0","12","0","12","6","13","0","12","6","13","917","368","470","276","0","12","0","12","0","12","0","12","447","252","0","12","0","12","0","12","1500000US060014072003","Block Group 3, Census Tract 4072, Alameda County, California"
"1979","519","432","207","86","59","108","123","0","12","238","164","0","12","0","12","0","12","0","12","0","12","1547","531","737","335","0","12","110","105","10","15","0","12","483","305","207","125","128","102","79","81","1500000US060014072004","Block Group 4, Census Tract 4072, Alameda County, California"
"1514","360","434","192","18","18","225","138","0","12","80","89","6","10","47","83","58","70","0","12","58","70","1080","297","813","342","0","12","234","193","0","12","0","12","17","26","16","26","0","12","16","26","1500000US060014073001","Block Group 1, Census Tract 4073, Alameda County, California"
"1283","440","582","227","198","100","177","161","0","12","172","211","0","12","26","39","9","14","9","14","0","12","701","401","454","361","20","24","0","12","0","12","0","12","227","191","0","12","0","12","0","12","1500000US060014073002","Block Group 2, Census Tract 4073, Alameda County, California"
"1725","488","456","154","103","89","204","110","0","12","149","88","0","12","0","12","0","12","0","12","0","12","1269","490","709","428","0","12","0","12","10","15","0","12","481","335","69","57","21","24","48","58","1500000US060014074001","Block Group 1, Census Tract 4074, Alameda County, California"
"1742","491","473","178","24","24","191","145","0","12","237","118","0","12","0","12","21","33","0","12","21","33","1269","491","508","302","0","12","0","12","55","87","0","12","630","359","76","107","0","12","76","107","1500000US060014074002","Block Group 2, Census Tract 4074, Alameda County, California"
"912","326","237","179","25","28","161","163","0","12","43","65","0","12","0","12","8","20","0","12","8","20","675","283","378","271","0","12","7","12","0","12","0","12","250","193","40","50","0","12","40","50","1500000US060014074003","Block Group 3, Census Tract 4074, Alameda County, California"
"1457","368","908","431","52","58","561","262","21","35","12","19","0","12","0","12","262","282","0","12","262","282","549","415","78","99","0","12","0","12","0","12","0","12","368","365","103","171","0","12","103","171","1500000US060014075001","Block Group 1, Census Tract 4075, Alameda County, California"
"1439","476","768","276","39","50","560","291","40","61","105","95","0","12","0","12","24","44","5","10","19","34","671","399","363","325","0","12","16","25","0","12","0","12","292","245","0","12","0","12","0","12","1500000US060014075002","Block Group 2, Census Tract 4075, Alameda County, California"
"752","328","482","340","29","26","303","328","9","14","141","151","0","12","0","12","0","12","0","12","0","12","270","222","25","37","9","14","1","2","0","12","0","12","235","217","0","12","0","12","0","12","1500000US060014075003","Block Group 3, Census Tract 4075, Alameda County, California"
"1142","342","1021","347","466","272","545","256","0","12","0","12","0","12","0","12","10","16","0","12","10","16","121","146","81","129","7","17","0","12","0","12","0","12","33","44","0","12","0","12","0","12","1500000US060014076001","Block Group 1, Census Tract 4076, Alameda County, California"
"834","365","571","296","127","97","348","258","0","12","0","12","0","12","0","12","96","151","0","12","96","151","263","218","164","178","85","130","0","12","0","12","0","12","14","31","0","12","0","12","0","12","1500000US060014076002","Block Group 2, Census Tract 4076, Alameda County, California"
"1274","485","1085","437","109","87","863","453","0","12","93","98","0","12","0","12","20","32","0","12","20","32","189","238","45","72","0","12","0","12","0","12","0","12","36","56","108","168","108","168","0","12","1500000US060014076003","Block Group 3, Census Tract 4076, Alameda County, California"
"1101","329","744","338","65","45","543","336","0","12","109","95","0","12","0","12","27","46","27","46","0","12","357","224","159","126","0","12","0","12","0","12","0","12","104","121","94","111","94","111","0","12","1500000US060014076004","Block Group 4, Census Tract 4076, Alameda County, California"
"1018","470","696","385","38","46","279","199","0","12","304","332","54","79","0","12","21","34","0","12","21","34","322","288","117","200","0","12","0","12","0","12","0","12","205","227","0","12","0","12","0","12","1500000US060014076005","Block Group 5, Census Tract 4076, Alameda County, California"
"1357","355","1266","346","200","90","843","280","0","12","58","66","0","12","0","12","165","168","0","12","165","168","91","88","91","88","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014077001","Block Group 1, Census Tract 4077, Alameda County, California"
"1002","238","877","214","264","117","575","228","0","12","11","17","0","12","0","12","27","29","0","12","27","29","125","86","77","75","0","12","13","19","0","12","0","12","24","28","11","18","1","4","10","17","1500000US060014077002","Block Group 2, Census Tract 4077, Alameda County, California"
"876","288","686","239","199","93","341","195","0","12","117","112","0","12","0","12","29","45","0","12","29","45","190","146","92","107","19","32","0","12","0","12","0","12","40","54","39","48","30","46","9","17","1500000US060014077003","Block Group 3, Census Tract 4077, Alameda County, California"
"865","208","785","200","352","116","373","160","0","12","60","64","0","12","0","12","0","12","0","12","0","12","80","58","64","57","12","18","0","12","0","12","0","12","4","8","0","12","0","12","0","12","1500000US060014077004","Block Group 4, Census Tract 4077, Alameda County, California"
"861","161","636","116","255","96","17","16","0","12","328","95","0","12","0","12","36","25","0","12","36","25","225","117","122","94","0","12","4","8","0","12","0","12","69","47","30","39","0","12","30","39","1500000US060014078001","Block Group 1, Census Tract 4078, Alameda County, California"
"1074","198","868","185","229","101","490","154","0","12","87","78","0","12","0","12","62","60","0","12","62","60","206","111","82","72","7","12","0","12","0","12","0","12","78","98","39","42","39","42","0","12","1500000US060014078002","Block Group 2, Census Tract 4078, Alameda County, California"
"825","234","567","165","195","90","320","157","0","12","13","16","0","12","0","12","39","31","0","12","39","31","258","210","78","60","0","12","0","12","0","12","0","12","169","205","11","16","0","12","11","16","1500000US060014078003","Block Group 3, Census Tract 4078, Alameda County, California"
"446","136","429","131","285","109","60","42","0","12","55","59","16","27","0","12","13","20","0","12","13","20","17","21","17","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014079001","Block Group 1, Census Tract 4079, Alameda County, California"
"1059","266","1035","273","492","198","176","134","0","12","212","107","18","28","0","12","137","63","0","12","137","63","24","26","16","24","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014079002","Block Group 2, Census Tract 4079, Alameda County, California"
"996","259","823","216","469","146","132","73","0","12","57","47","0","12","9","14","156","112","0","12","156","112","173","192","151","194","0","12","7","14","0","12","0","12","0","12","15","21","0","12","15","21","1500000US060014079003","Block Group 3, Census Tract 4079, Alameda County, California"
"833","188","680","158","353","69","100","78","3","5","154","118","0","12","0","12","70","63","24","30","46","56","153","101","43","45","0","12","0","12","29","32","0","12","47","38","34","51","0","12","34","51","1500000US060014080001","Block Group 1, Census Tract 4080, Alameda County, California"
"1988","248","1821","271","1048","160","215","186","0","12","436","121","3","6","0","12","119","75","0","12","119","75","167","85","114","72","0","12","0","12","0","12","0","12","36","28","17","21","4","8","13","19","1500000US060014080002","Block Group 2, Census Tract 4080, Alameda County, California"
"1506","293","1406","317","1093","285","52","59","0","12","241","161","0","12","20","33","0","12","0","12","0","12","100","102","100","102","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014081001","Block Group 1, Census Tract 4081, Alameda County, California"
"3145","529","2929","536","951","248","942","439","37","56","709","319","0","12","0","12","290","266","0","12","290","266","216","143","87","78","0","12","0","12","0","12","0","12","129","112","0","12","0","12","0","12","1500000US060014081002","Block Group 2, Census Tract 4081, Alameda County, California"
"954","326","939","314","276","208","447","191","0","12","196","113","0","12","0","12","20","32","0","12","20","32","15","27","0","12","15","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014081003","Block Group 3, Census Tract 4081, Alameda County, California"
"861","397","764","387","318","347","309","152","0","12","120","96","0","12","0","12","17","27","0","12","17","27","97","93","97","93","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014081004","Block Group 4, Census Tract 4081, Alameda County, California"
"1180","248","881","195","315","89","439","172","0","12","122","87","0","12","0","12","5","10","0","12","5","10","299","141","61","73","0","12","14","29","0","12","0","12","169","118","55","58","26","37","29","44","1500000US060014082001","Block Group 1, Census Tract 4082, Alameda County, California"
"1346","325","1126","288","172","79","805","269","33","48","34","36","0","12","7","11","75","89","0","12","75","89","220","214","85","102","8","13","0","12","0","12","0","12","127","194","0","12","0","12","0","12","1500000US060014082002","Block Group 2, Census Tract 4082, Alameda County, California"
"1098","321","1023","311","121","86","796","307","0","12","78","89","0","12","0","12","28","33","0","12","28","33","75","92","75","92","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014082003","Block Group 3, Census Tract 4082, Alameda County, California"
"754","269","657","240","427","223","144","108","0","12","41","53","0","12","0","12","45","52","0","12","45","52","97","71","17","26","10","15","18","28","0","12","0","12","38","58","14","23","0","12","14","23","1500000US060014083001","Block Group 1, Census Tract 4083, Alameda County, California"
"727","253","607","205","246","101","240","148","0","12","89","77","0","12","0","12","32","39","0","12","32","39","120","132","14","22","0","12","0","12","0","12","0","12","78","125","28","45","0","12","28","45","1500000US060014083002","Block Group 2, Census Tract 4083, Alameda County, California"
"1092","543","1078","549","573","497","398","211","0","12","34","27","32","60","0","12","41","36","0","12","41","36","14","27","7","14","0","12","0","12","0","12","0","12","0","12","7","13","0","12","7","13","1500000US060014083003","Block Group 3, Census Tract 4083, Alameda County, California"
"1340","466","1097","371","130","83","862","352","0","12","60","101","0","12","28","43","17","28","0","12","17","28","243","176","0","12","16","29","0","12","0","12","0","12","189","166","38","59","38","59","0","12","1500000US060014083004","Block Group 4, Census Tract 4083, Alameda County, California"
"1103","467","855","407","103","85","728","404","0","12","24","34","0","12","0","12","0","12","0","12","0","12","248","172","7","12","12","20","0","12","0","12","0","12","229","176","0","12","0","12","0","12","1500000US060014083005","Block Group 5, Census Tract 4083, Alameda County, California"
"1110","423","690","299","25","27","568","273","18","31","0","12","0","12","52","82","27","32","0","12","27","32","420","293","126","111","0","12","37","57","0","12","0","12","257","259","0","12","0","12","0","12","1500000US060014084001","Block Group 1, Census Tract 4084, Alameda County, California"
"1352","498","673","284","0","12","485","276","0","12","34","58","130","201","0","12","24","29","0","12","24","29","679","433","351","279","0","12","0","12","0","12","0","12","328","395","0","12","0","12","0","12","1500000US060014084002","Block Group 2, Census Tract 4084, Alameda County, California"
"1234","374","948","314","63","74","747","292","0","12","0","12","19","29","0","12","119","110","0","12","119","110","286","184","156","154","9","14","0","12","0","12","0","12","79","99","42","66","21","33","21","33","1500000US060014084003","Block Group 3, Census Tract 4084, Alameda County, California"
"1156","368","584","261","60","97","355","138","7","12","24","37","85","132","0","12","53","85","0","12","53","85","572","284","227","236","0","12","0","12","0","12","0","12","345","254","0","12","0","12","0","12","1500000US060014085001","Block Group 1, Census Tract 4085, Alameda County, California"
"953","379","465","225","0","12","278","143","0","12","187","182","0","12","0","12","0","12","0","12","0","12","488","306","170","180","0","12","0","12","0","12","0","12","318","277","0","12","0","12","0","12","1500000US060014085002","Block Group 2, Census Tract 4085, Alameda County, California"
"1124","460","652","298","0","12","503","254","0","12","116","140","33","52","0","12","0","12","0","12","0","12","472","350","34","68","0","12","0","12","0","12","0","12","438","348","0","12","0","12","0","12","1500000US060014085003","Block Group 3, Census Tract 4085, Alameda County, California"
"855","288","489","217","22","32","400","220","0","12","0","12","51","81","16","27","0","12","0","12","0","12","366","210","212","188","0","12","0","12","0","12","0","12","154","156","0","12","0","12","0","12","1500000US060014085004","Block Group 4, Census Tract 4085, Alameda County, California"
"1253","401","805","359","27","29","652","321","0","12","1","2","0","12","0","12","125","146","0","12","125","146","448","268","229","216","0","12","0","12","8","13","0","12","180","194","31","33","0","12","31","33","1500000US060014085005","Block Group 5, Census Tract 4085, Alameda County, California"
"1751","527","1329","455","109","93","1169","427","0","12","0","12","0","12","0","12","51","81","0","12","51","81","422","321","350","287","0","12","0","12","0","12","0","12","36","43","36","50","0","12","36","50","1500000US060014086001","Block Group 1, Census Tract 4086, Alameda County, California"
"1989","575","1275","454","191","236","846","317","0","12","218","266","0","12","0","12","20","30","0","12","20","30","714","399","75","94","0","12","29","51","0","12","0","12","610","388","0","12","0","12","0","12","1500000US060014086002","Block Group 2, Census Tract 4086, Alameda County, California"
"1361","399","270","123","24","38","228","136","0","12","18","29","0","12","0","12","0","12","0","12","0","12","1091","423","543","339","0","12","0","12","0","12","0","12","548","283","0","12","0","12","0","12","1500000US060014086003","Block Group 3, Census Tract 4086, Alameda County, California"
"821","361","346","228","0","12","346","228","0","12","0","12","0","12","0","12","0","12","0","12","0","12","475","329","206","215","0","12","0","12","0","12","0","12","106","170","163","208","163","208","0","12","1500000US060014086004","Block Group 4, Census Tract 4086, Alameda County, California"
"1222","574","613","276","124","124","469","260","0","12","4","9","0","12","0","12","16","26","0","12","16","26","609","535","587","541","0","12","0","12","0","12","0","12","22","30","0","12","0","12","0","12","1500000US060014087001","Block Group 1, Census Tract 4087, Alameda County, California"
"975","286","784","264","0","12","784","264","0","12","0","12","0","12","0","12","0","12","0","12","0","12","191","176","191","176","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014087002","Block Group 2, Census Tract 4087, Alameda County, California"
"1378","540","421","258","0","12","421","258","0","12","0","12","0","12","0","12","0","12","0","12","0","12","957","509","388","307","65","75","0","12","0","12","0","12","466","442","38","52","38","52","0","12","1500000US060014087003","Block Group 3, Census Tract 4087, Alameda County, California"
"1108","425","655","411","0","12","379","270","0","12","276","320","0","12","0","12","0","12","0","12","0","12","453","274","364","264","0","12","0","12","0","12","0","12","89","121","0","12","0","12","0","12","1500000US060014087004","Block Group 4, Census Tract 4087, Alameda County, California"
"1468","523","728","364","96","129","486","276","0","12","94","126","0","12","0","12","52","94","0","12","52","94","740","368","330","227","0","12","0","12","0","12","0","12","410","336","0","12","0","12","0","12","1500000US060014087005","Block Group 5, Census Tract 4087, Alameda County, California"
"1134","588","458","430","22","33","212","179","0","12","43","56","0","12","0","12","181","251","0","12","181","251","676","386","434","339","0","12","0","12","0","12","0","12","242","309","0","12","0","12","0","12","1500000US060014087006","Block Group 6, Census Tract 4087, Alameda County, California"
"1384","406","241","113","8","13","188","95","18","28","21","34","0","12","0","12","6","10","0","12","6","10","1143","413","573","336","0","12","9","14","0","12","0","12","542","359","19","22","0","12","19","22","1500000US060014088001","Block Group 1, Census Tract 4088, Alameda County, California"
"1000","377","702","318","0","12","617","322","15","24","25","32","0","12","0","12","45","43","8","13","37","42","298","219","66","94","0","12","0","12","0","12","0","12","175","177","57","70","57","70","0","12","1500000US060014088002","Block Group 2, Census Tract 4088, Alameda County, California"
"1632","490","1354","448","0","12","887","368","0","12","254","234","100","152","0","12","113","182","0","12","113","182","278","246","202","232","0","12","0","12","0","12","0","12","55","63","21","34","21","34","0","12","1500000US060014088003","Block Group 3, Census Tract 4088, Alameda County, California"
"2232","510","981","334","95","123","695","286","104","110","55","51","0","12","0","12","32","39","22","34","10","17","1251","436","532","279","0","12","0","12","0","12","0","12","719","363","0","12","0","12","0","12","1500000US060014088004","Block Group 4, Census Tract 4088, Alameda County, California"
"1268","340","412","151","43","48","288","100","5","8","32","37","0","12","0","12","44","51","0","12","44","51","856","320","449","316","0","12","0","12","0","12","0","12","397","202","10","16","10","16","0","12","1500000US060014089001","Block Group 1, Census Tract 4089, Alameda County, California"
"1869","390","923","208","61","26","752","191","5","16","62","61","0","12","0","12","43","51","11","14","32","48","946","332","469","216","0","12","0","12","0","12","0","12","456","252","21","35","0","12","21","35","1500000US060014089002","Block Group 2, Census Tract 4089, Alameda County, California"
"2761","444","1270","299","7","17","1084","307","0","12","117","91","13","20","0","12","49","52","0","12","49","52","1491","432","583","262","0","12","0","12","0","12","0","12","853","464","55","88","22","35","33","53","1500000US060014090001","Block Group 1, Census Tract 4090, Alameda County, California"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014090002","Block Group 2, Census Tract 4090, Alameda County, California"
"1270","362","759","263","125","123","506","186","0","12","80","67","3","8","0","12","45","51","0","12","45","51","511","278","227","151","0","12","0","12","0","12","0","12","284","226","0","12","0","12","0","12","1500000US060014090003","Block Group 3, Census Tract 4090, Alameda County, California"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014090004","Block Group 4, Census Tract 4090, Alameda County, California"
"1121","381","698","289","44","73","455","206","0","12","37","57","0","12","0","12","162","228","0","12","162","228","423","304","130","150","11","19","0","12","0","12","0","12","215","215","67","70","14","24","53","62","1500000US060014091001","Block Group 1, Census Tract 4091, Alameda County, California"
"1112","337","647","253","141","194","357","152","0","12","48","45","71","152","0","12","30","41","0","12","30","41","465","265","153","107","0","12","0","12","10","19","0","12","302","244","0","12","0","12","0","12","1500000US060014091002","Block Group 2, Census Tract 4091, Alameda County, California"
"1689","259","1100","298","36","37","850","282","46","67","90","97","0","12","0","12","78","92","0","12","78","92","589","236","431","248","0","12","0","12","0","12","0","12","158","129","0","12","0","12","0","12","1500000US060014092001","Block Group 1, Census Tract 4092, Alameda County, California"
"1372","329","776","270","18","21","612","248","82","119","64","68","0","12","0","12","0","12","0","12","0","12","596","290","339","234","0","12","0","12","0","12","0","12","257","220","0","12","0","12","0","12","1500000US060014092002","Block Group 2, Census Tract 4092, Alameda County, California"
"1444","353","464","175","16","19","389","161","0","12","49","61","0","12","0","12","10","16","0","12","10","16","980","342","597","295","0","12","0","12","0","12","0","12","362","286","21","25","21","25","0","12","1500000US060014093001","Block Group 1, Census Tract 4093, Alameda County, California"
"1136","451","423","154","130","118","241","114","0","12","34","47","0","12","0","12","18","29","0","12","18","29","713","438","100","106","0","12","7","12","0","12","0","12","552","413","54","64","47","63","7","11","1500000US060014093002","Block Group 2, Census Tract 4093, Alameda County, California"
"2029","793","588","258","42","57","274","184","5","9","149","153","91","102","0","12","27","35","0","12","27","35","1441","797","411","279","0","12","16","25","0","12","0","12","798","688","216","277","5","9","211","275","1500000US060014093003","Block Group 3, Census Tract 4093, Alameda County, California"
"747","356","486","338","89","122","286","151","0","12","40","54","58","83","0","12","13","21","0","12","13","21","261","195","218","187","0","12","0","12","0","12","0","12","43","70","0","12","0","12","0","12","1500000US060014093004","Block Group 4, Census Tract 4093, Alameda County, California"
"1117","351","272","250","46","74","43","74","0","12","182","230","1","14","0","12","0","12","0","12","0","12","845","375","376","237","0","12","0","12","0","12","0","12","469","315","0","12","0","12","0","12","1500000US060014094001","Block Group 1, Census Tract 4094, Alameda County, California"
"2229","551","1086","430","107","63","742","415","0","12","218","188","0","12","0","12","19","30","0","12","19","30","1143","389","571","309","0","12","19","30","0","12","0","12","553","268","0","12","0","12","0","12","1500000US060014094002","Block Group 2, Census Tract 4094, Alameda County, California"
